Variant,Date,Location,Freq
Alpha,2019-12-30/2020-01-05,Africa,1
Alpha,2019-12-30/2020-01-05,Asia,8
Alpha,2019-12-30/2020-01-05,Europe,629
Alpha,2019-12-30/2020-01-05,North America,9
Alpha,2020-02-03/2020-02-09,Europe,1
Alpha,2020-02-24/2020-03-01,Europe,1
Alpha,2020-02-24/2020-03-01,North America,5
Alpha,2020-03-09/2020-03-15,Europe,3
Alpha,2020-03-16/2020-03-22,Europe,2
Alpha,2020-03-16/2020-03-22,North America,1
Alpha,2020-03-23/2020-03-29,Europe,1
Alpha,2020-04-06/2020-04-12,North America,4
Alpha,2020-04-13/2020-04-19,North America,2
Alpha,2020-04-13/2020-04-19,Oceania,1
Alpha,2020-04-20/2020-04-26,Europe,2
Alpha,2020-04-20/2020-04-26,North America,7
Alpha,2020-04-27/2020-05-03,North America,8
Alpha,2020-05-04/2020-05-10,Africa,5
Alpha,2020-05-04/2020-05-10,Asia,1
Alpha,2020-05-11/2020-05-17,Europe,1
Alpha,2020-05-11/2020-05-17,North America,4
Alpha,2020-05-18/2020-05-24,Europe,4
Alpha,2020-05-18/2020-05-24,North America,4
Alpha,2020-06-01/2020-06-07,North America,2
Alpha,2020-07-06/2020-07-12,North America,9
Alpha,2020-07-13/2020-07-19,Africa,1
Alpha,2020-07-13/2020-07-19,Asia,1
Alpha,2020-07-20/2020-07-26,North America,6
Alpha,2020-07-27/2020-08-02,Africa,1
Alpha,2020-07-27/2020-08-02,North America,25
Alpha,2020-08-03/2020-08-09,North America,1
Alpha,2020-08-10/2020-08-16,Europe,1
Alpha,2020-08-10/2020-08-16,North America,1
Alpha,2020-08-24/2020-08-30,Africa,1
Alpha,2020-08-24/2020-08-30,Europe,2
Alpha,2020-08-31/2020-09-06,Asia,1
Alpha,2020-08-31/2020-09-06,Europe,2
Alpha,2020-09-07/2020-09-13,Africa,1
Alpha,2020-09-14/2020-09-20,Europe,1
Alpha,2020-09-21/2020-09-27,Africa,1
Alpha,2020-09-21/2020-09-27,Europe,2
Alpha,2020-09-28/2020-10-04,Asia,1
Alpha,2020-09-28/2020-10-04,Europe,3
Alpha,2020-10-05/2020-10-11,Asia,1
Alpha,2020-10-05/2020-10-11,Europe,8
Alpha,2020-10-12/2020-10-18,Europe,4
Alpha,2020-10-19/2020-10-25,Europe,37
Alpha,2020-10-19/2020-10-25,North America,4
Alpha,2020-10-26/2020-11-01,Africa,1
Alpha,2020-10-26/2020-11-01,Asia,1
Alpha,2020-10-26/2020-11-01,Europe,79
Alpha,2020-10-26/2020-11-01,North America,3
Alpha,2020-11-02/2020-11-08,Europe,291
Alpha,2020-11-02/2020-11-08,North America,6
Alpha,2020-11-09/2020-11-15,Asia,3
Alpha,2020-11-09/2020-11-15,Europe,695
Alpha,2020-11-09/2020-11-15,North America,1
Alpha,2020-11-16/2020-11-22,Africa,1
Alpha,2020-11-16/2020-11-22,Asia,2
Alpha,2020-11-16/2020-11-22,Europe,744
Alpha,2020-11-16/2020-11-22,North America,4
Alpha,2020-11-23/2020-11-29,Africa,1
Alpha,2020-11-23/2020-11-29,Asia,6
Alpha,2020-11-23/2020-11-29,Europe,491
Alpha,2020-11-23/2020-11-29,North America,4
Alpha,2020-11-30/2020-12-06,Africa,1
Alpha,2020-11-30/2020-12-06,Asia,29
Alpha,2020-11-30/2020-12-06,Europe,630
Alpha,2020-11-30/2020-12-06,North America,10
Alpha,2020-11-30/2020-12-06,Oceania,1
Alpha,2020-12-07/2020-12-13,Africa,4
Alpha,2020-12-07/2020-12-13,Asia,10
Alpha,2020-12-07/2020-12-13,Europe,3211
Alpha,2020-12-07/2020-12-13,North America,6
Alpha,2020-12-07/2020-12-13,Oceania,5
Alpha,2020-12-14/2020-12-20,Africa,5
Alpha,2020-12-14/2020-12-20,Asia,27
Alpha,2020-12-14/2020-12-20,Europe,5780
Alpha,2020-12-14/2020-12-20,North America,23
Alpha,2020-12-14/2020-12-20,Oceania,6
Alpha,2020-12-21/2020-12-27,Africa,7
Alpha,2020-12-21/2020-12-27,Asia,212
Alpha,2020-12-21/2020-12-27,Europe,4622
Alpha,2020-12-21/2020-12-27,North America,40
Alpha,2020-12-21/2020-12-27,Oceania,11
Alpha,2020-12-21/2020-12-27,South America,7
Alpha,2020-12-28/2021-01-03,Africa,92
Alpha,2020-12-28/2021-01-03,Asia,1530
Alpha,2020-12-28/2021-01-03,Europe,19438
Alpha,2020-12-28/2021-01-03,North America,923
Alpha,2020-12-28/2021-01-03,Oceania,21
Alpha,2020-12-28/2021-01-03,South America,24
Alpha,2021-01-04/2021-01-10,Africa,134
Alpha,2021-01-04/2021-01-10,Asia,497
Alpha,2021-01-04/2021-01-10,Europe,11194
Alpha,2021-01-04/2021-01-10,North America,210
Alpha,2021-01-04/2021-01-10,Oceania,26
Alpha,2021-01-04/2021-01-10,South America,25
Alpha,2021-01-11/2021-01-17,Africa,114
Alpha,2021-01-11/2021-01-17,Asia,418
Alpha,2021-01-11/2021-01-17,Europe,15278
Alpha,2021-01-11/2021-01-17,North America,300
Alpha,2021-01-11/2021-01-17,Oceania,23
Alpha,2021-01-11/2021-01-17,South America,22
Alpha,2021-01-18/2021-01-24,Africa,50
Alpha,2021-01-18/2021-01-24,Asia,454
Alpha,2021-01-18/2021-01-24,Europe,16344
Alpha,2021-01-18/2021-01-24,North America,466
Alpha,2021-01-18/2021-01-24,Oceania,29
Alpha,2021-01-18/2021-01-24,South America,18
Alpha,2021-01-25/2021-01-31,Africa,109
Alpha,2021-01-25/2021-01-31,Asia,988
Alpha,2021-01-25/2021-01-31,Europe,24629
Alpha,2021-01-25/2021-01-31,North America,748
Alpha,2021-01-25/2021-01-31,Oceania,15
Alpha,2021-01-25/2021-01-31,South America,13
Alpha,2021-02-01/2021-02-07,Africa,148
Alpha,2021-02-01/2021-02-07,Asia,1328
Alpha,2021-02-01/2021-02-07,Europe,20534
Alpha,2021-02-01/2021-02-07,North America,3245
Alpha,2021-02-01/2021-02-07,Oceania,15
Alpha,2021-02-01/2021-02-07,South America,21
Alpha,2021-02-08/2021-02-14,Africa,138
Alpha,2021-02-08/2021-02-14,Asia,683
Alpha,2021-02-08/2021-02-14,Europe,26485
Alpha,2021-02-08/2021-02-14,North America,1901
Alpha,2021-02-08/2021-02-14,Oceania,47
Alpha,2021-02-08/2021-02-14,South America,29
Alpha,2021-02-15/2021-02-21,Africa,158
Alpha,2021-02-15/2021-02-21,Asia,773
Alpha,2021-02-15/2021-02-21,Europe,31111
Alpha,2021-02-15/2021-02-21,North America,2349
Alpha,2021-02-15/2021-02-21,Oceania,27
Alpha,2021-02-15/2021-02-21,South America,89
Alpha,2021-02-22/2021-02-28,Africa,192
Alpha,2021-02-22/2021-02-28,Asia,1412
Alpha,2021-02-22/2021-02-28,Europe,34695
Alpha,2021-02-22/2021-02-28,North America,4188
Alpha,2021-02-22/2021-02-28,Oceania,20
Alpha,2021-02-22/2021-02-28,South America,98
Alpha,2021-03-01/2021-03-07,Africa,286
Alpha,2021-03-01/2021-03-07,Asia,1508
Alpha,2021-03-01/2021-03-07,Europe,39579
Alpha,2021-03-01/2021-03-07,North America,8075
Alpha,2021-03-01/2021-03-07,Oceania,31
Alpha,2021-03-01/2021-03-07,South America,151
Alpha,2021-03-08/2021-03-14,Africa,212
Alpha,2021-03-08/2021-03-14,Asia,1487
Alpha,2021-03-08/2021-03-14,Europe,47313
Alpha,2021-03-08/2021-03-14,North America,9069
Alpha,2021-03-08/2021-03-14,Oceania,52
Alpha,2021-03-08/2021-03-14,South America,146
Alpha,2021-03-15/2021-03-21,Africa,281
Alpha,2021-03-15/2021-03-21,Asia,1769
Alpha,2021-03-15/2021-03-21,Europe,49921
Alpha,2021-03-15/2021-03-21,North America,13672
Alpha,2021-03-15/2021-03-21,Oceania,31
Alpha,2021-03-15/2021-03-21,South America,157
Alpha,2021-03-22/2021-03-28,Africa,183
Alpha,2021-03-22/2021-03-28,Asia,1831
Alpha,2021-03-22/2021-03-28,Europe,49296
Alpha,2021-03-22/2021-03-28,North America,18580
Alpha,2021-03-22/2021-03-28,Oceania,39
Alpha,2021-03-22/2021-03-28,South America,201
Alpha,2021-03-29/2021-04-04,Africa,208
Alpha,2021-03-29/2021-04-04,Asia,3421
Alpha,2021-03-29/2021-04-04,Europe,44932
Alpha,2021-03-29/2021-04-04,North America,25500
Alpha,2021-03-29/2021-04-04,Oceania,51
Alpha,2021-03-29/2021-04-04,South America,240
Alpha,2021-04-05/2021-04-11,Africa,149
Alpha,2021-04-05/2021-04-11,Asia,2542
Alpha,2021-04-05/2021-04-11,Europe,39371
Alpha,2021-04-05/2021-04-11,North America,27871
Alpha,2021-04-05/2021-04-11,Oceania,40
Alpha,2021-04-05/2021-04-11,South America,275
Alpha,2021-04-12/2021-04-18,Africa,197
Alpha,2021-04-12/2021-04-18,Asia,3338
Alpha,2021-04-12/2021-04-18,Europe,42889
Alpha,2021-04-12/2021-04-18,North America,28427
Alpha,2021-04-12/2021-04-18,Oceania,58
Alpha,2021-04-12/2021-04-18,South America,237
Alpha,2021-04-19/2021-04-25,Africa,170
Alpha,2021-04-19/2021-04-25,Asia,4726
Alpha,2021-04-19/2021-04-25,Europe,40867
Alpha,2021-04-19/2021-04-25,North America,26071
Alpha,2021-04-19/2021-04-25,Oceania,63
Alpha,2021-04-19/2021-04-25,South America,207
Alpha,2021-04-26/2021-05-02,Africa,144
Alpha,2021-04-26/2021-05-02,Asia,6384
Alpha,2021-04-26/2021-05-02,Europe,40683
Alpha,2021-04-26/2021-05-02,North America,29532
Alpha,2021-04-26/2021-05-02,Oceania,41
Alpha,2021-04-26/2021-05-02,South America,130
Alpha,2021-05-03/2021-05-09,Africa,104
Alpha,2021-05-03/2021-05-09,Asia,4840
Alpha,2021-05-03/2021-05-09,Europe,38268
Alpha,2021-05-03/2021-05-09,North America,23353
Alpha,2021-05-03/2021-05-09,Oceania,32
Alpha,2021-05-03/2021-05-09,South America,156
Alpha,2021-05-10/2021-05-16,Africa,102
Alpha,2021-05-10/2021-05-16,Asia,5217
Alpha,2021-05-10/2021-05-16,Europe,32687
Alpha,2021-05-10/2021-05-16,North America,17654
Alpha,2021-05-10/2021-05-16,Oceania,30
Alpha,2021-05-10/2021-05-16,South America,138
Alpha,2021-05-17/2021-05-23,Africa,124
Alpha,2021-05-17/2021-05-23,Asia,3879
Alpha,2021-05-17/2021-05-23,Europe,29523
Alpha,2021-05-17/2021-05-23,North America,13779
Alpha,2021-05-17/2021-05-23,Oceania,10
Alpha,2021-05-17/2021-05-23,South America,129
Alpha,2021-05-24/2021-05-30,Africa,116
Alpha,2021-05-24/2021-05-30,Asia,2884
Alpha,2021-05-24/2021-05-30,Europe,24767
Alpha,2021-05-24/2021-05-30,North America,9389
Alpha,2021-05-24/2021-05-30,Oceania,8
Alpha,2021-05-24/2021-05-30,South America,155
Alpha,2021-05-31/2021-06-06,Africa,116
Alpha,2021-05-31/2021-06-06,Asia,2572
Alpha,2021-05-31/2021-06-06,Europe,19764
Alpha,2021-05-31/2021-06-06,North America,8558
Alpha,2021-05-31/2021-06-06,Oceania,24
Alpha,2021-05-31/2021-06-06,South America,132
Alpha,2021-06-07/2021-06-13,Africa,79
Alpha,2021-06-07/2021-06-13,Asia,2520
Alpha,2021-06-07/2021-06-13,Europe,14572
Alpha,2021-06-07/2021-06-13,North America,6407
Alpha,2021-06-07/2021-06-13,Oceania,16
Alpha,2021-06-07/2021-06-13,South America,130
Alpha,2021-06-14/2021-06-20,Africa,95
Alpha,2021-06-14/2021-06-20,Asia,2182
Alpha,2021-06-14/2021-06-20,Europe,8543
Alpha,2021-06-14/2021-06-20,North America,5038
Alpha,2021-06-14/2021-06-20,Oceania,12
Alpha,2021-06-14/2021-06-20,South America,115
Alpha,2021-06-21/2021-06-27,Africa,47
Alpha,2021-06-21/2021-06-27,Asia,2528
Alpha,2021-06-21/2021-06-27,Europe,6102
Alpha,2021-06-21/2021-06-27,North America,3956
Alpha,2021-06-21/2021-06-27,Oceania,20
Alpha,2021-06-21/2021-06-27,South America,73
Alpha,2021-06-28/2021-07-04,Africa,36
Alpha,2021-06-28/2021-07-04,Asia,2250
Alpha,2021-06-28/2021-07-04,Europe,4622
Alpha,2021-06-28/2021-07-04,North America,2920
Alpha,2021-06-28/2021-07-04,Oceania,25
Alpha,2021-06-28/2021-07-04,South America,93
Alpha,2021-07-05/2021-07-11,Africa,24
Alpha,2021-07-05/2021-07-11,Asia,2589
Alpha,2021-07-05/2021-07-11,Europe,3457
Alpha,2021-07-05/2021-07-11,North America,2196
Alpha,2021-07-05/2021-07-11,Oceania,16
Alpha,2021-07-05/2021-07-11,South America,49
Alpha,2021-07-12/2021-07-18,Africa,16
Alpha,2021-07-12/2021-07-18,Asia,2474
Alpha,2021-07-12/2021-07-18,Europe,1924
Alpha,2021-07-12/2021-07-18,North America,1662
Alpha,2021-07-12/2021-07-18,Oceania,12
Alpha,2021-07-12/2021-07-18,South America,61
Alpha,2021-07-19/2021-07-25,Africa,26
Alpha,2021-07-19/2021-07-25,Asia,2325
Alpha,2021-07-19/2021-07-25,Europe,1202
Alpha,2021-07-19/2021-07-25,North America,1329
Alpha,2021-07-19/2021-07-25,Oceania,2
Alpha,2021-07-19/2021-07-25,South America,66
Alpha,2021-07-26/2021-08-01,Africa,27
Alpha,2021-07-26/2021-08-01,Asia,2361
Alpha,2021-07-26/2021-08-01,Europe,783
Alpha,2021-07-26/2021-08-01,North America,1048
Alpha,2021-07-26/2021-08-01,Oceania,4
Alpha,2021-07-26/2021-08-01,South America,44
Alpha,2021-08-02/2021-08-08,Africa,16
Alpha,2021-08-02/2021-08-08,Asia,1056
Alpha,2021-08-02/2021-08-08,Europe,1288
Alpha,2021-08-02/2021-08-08,North America,636
Alpha,2021-08-02/2021-08-08,Oceania,7
Alpha,2021-08-02/2021-08-08,South America,44
Alpha,2021-08-09/2021-08-15,Africa,21
Alpha,2021-08-09/2021-08-15,Asia,973
Alpha,2021-08-09/2021-08-15,Europe,620
Alpha,2021-08-09/2021-08-15,North America,337
Alpha,2021-08-09/2021-08-15,Oceania,2
Alpha,2021-08-09/2021-08-15,South America,26
Alpha,2021-08-16/2021-08-22,Africa,5
Alpha,2021-08-16/2021-08-22,Asia,662
Alpha,2021-08-16/2021-08-22,Europe,113
Alpha,2021-08-16/2021-08-22,North America,236
Alpha,2021-08-16/2021-08-22,Oceania,3
Alpha,2021-08-16/2021-08-22,South America,20
Alpha,2021-08-23/2021-08-29,Africa,37
Alpha,2021-08-23/2021-08-29,Asia,382
Alpha,2021-08-23/2021-08-29,Europe,77
Alpha,2021-08-23/2021-08-29,North America,93
Alpha,2021-08-23/2021-08-29,Oceania,1
Alpha,2021-08-23/2021-08-29,South America,12
Alpha,2021-08-30/2021-09-05,Africa,6
Alpha,2021-08-30/2021-09-05,Asia,170
Alpha,2021-08-30/2021-09-05,Europe,53
Alpha,2021-08-30/2021-09-05,North America,109
Alpha,2021-08-30/2021-09-05,South America,6
Alpha,2021-09-06/2021-09-12,Asia,109
Alpha,2021-09-06/2021-09-12,Europe,28
Alpha,2021-09-06/2021-09-12,North America,54
Alpha,2021-09-06/2021-09-12,South America,3
Alpha,2021-09-13/2021-09-19,Africa,1
Alpha,2021-09-13/2021-09-19,Asia,52
Alpha,2021-09-13/2021-09-19,Europe,21
Alpha,2021-09-13/2021-09-19,North America,51
Alpha,2021-09-13/2021-09-19,South America,3
Alpha,2021-09-20/2021-09-26,Africa,2
Alpha,2021-09-20/2021-09-26,Asia,39
Alpha,2021-09-20/2021-09-26,Europe,21
Alpha,2021-09-20/2021-09-26,North America,5
Alpha,2021-09-20/2021-09-26,South America,2
Alpha,2021-09-27/2021-10-03,Africa,1
Alpha,2021-09-27/2021-10-03,Asia,30
Alpha,2021-09-27/2021-10-03,Europe,22
Alpha,2021-09-27/2021-10-03,North America,8
Alpha,2021-09-27/2021-10-03,South America,1
Alpha,2021-10-04/2021-10-10,Africa,2
Alpha,2021-10-04/2021-10-10,Asia,28
Alpha,2021-10-04/2021-10-10,Europe,18
Alpha,2021-10-04/2021-10-10,North America,6
Alpha,2021-10-04/2021-10-10,South America,1
Alpha,2021-10-11/2021-10-17,Africa,1
Alpha,2021-10-11/2021-10-17,Asia,20
Alpha,2021-10-11/2021-10-17,Europe,49
Alpha,2021-10-11/2021-10-17,North America,10
Alpha,2021-10-11/2021-10-17,South America,2
Alpha,2021-10-18/2021-10-24,Africa,2
Alpha,2021-10-18/2021-10-24,Asia,7
Alpha,2021-10-18/2021-10-24,Europe,9
Alpha,2021-10-18/2021-10-24,North America,4
Alpha,2021-10-18/2021-10-24,South America,9
Alpha,2021-10-25/2021-10-31,Africa,1
Alpha,2021-10-25/2021-10-31,Asia,2
Alpha,2021-10-25/2021-10-31,Europe,12
Alpha,2021-10-25/2021-10-31,North America,3
Alpha,2021-10-25/2021-10-31,South America,2
Alpha,2021-11-01/2021-11-07,Asia,2
Alpha,2021-11-01/2021-11-07,Europe,6
Alpha,2021-11-01/2021-11-07,North America,5
Alpha,2021-11-01/2021-11-07,South America,3
Alpha,2021-11-08/2021-11-14,Europe,7
Alpha,2021-11-08/2021-11-14,North America,3
Alpha,2021-11-08/2021-11-14,South America,1
Alpha,2021-11-15/2021-11-21,Asia,2
Alpha,2021-11-15/2021-11-21,Europe,7
Alpha,2021-11-15/2021-11-21,North America,2
Alpha,2021-11-22/2021-11-28,Africa,2
Alpha,2021-11-22/2021-11-28,Asia,3
Alpha,2021-11-22/2021-11-28,Europe,9
Alpha,2021-11-22/2021-11-28,North America,2
Alpha,2021-11-29/2021-12-05,Asia,14
Alpha,2021-11-29/2021-12-05,Europe,5
Alpha,2021-11-29/2021-12-05,North America,5
Alpha,2021-12-06/2021-12-12,Africa,1
Alpha,2021-12-06/2021-12-12,Asia,1
Alpha,2021-12-06/2021-12-12,Europe,9
Alpha,2021-12-06/2021-12-12,North America,2
Alpha,2021-12-06/2021-12-12,South America,1
Alpha,2021-12-13/2021-12-19,Africa,1
Alpha,2021-12-13/2021-12-19,Asia,1
Alpha,2021-12-13/2021-12-19,Europe,8
Alpha,2021-12-13/2021-12-19,North America,4
Alpha,2021-12-20/2021-12-26,Europe,3
Alpha,2021-12-27/2022-01-02,Asia,2
Alpha,2021-12-27/2022-01-02,Europe,9
Alpha,2022-01-03/2022-01-09,Europe,4
Alpha,2022-01-03/2022-01-09,North America,1
Alpha,2022-01-03/2022-01-09,South America,1
Alpha,2022-01-10/2022-01-16,Asia,1
Alpha,2022-01-10/2022-01-16,Europe,2
Alpha,2022-01-24/2022-01-30,Europe,2
Alpha,2022-01-24/2022-01-30,North America,1
Alpha,2022-01-31/2022-02-06,Europe,5
Alpha,2022-02-07/2022-02-13,Europe,2
Alpha,2022-02-07/2022-02-13,North America,2
Alpha,2022-02-14/2022-02-20,Africa,1
Alpha,2022-02-14/2022-02-20,Europe,1
Alpha,2022-02-21/2022-02-27,Europe,1
Alpha,2022-02-21/2022-02-27,North America,1
Alpha,2022-02-28/2022-03-06,Europe,2
Alpha,2022-03-07/2022-03-13,Europe,2
Alpha,2022-03-07/2022-03-13,North America,1
Alpha,2022-03-14/2022-03-20,North America,1
Alpha,2022-03-21/2022-03-27,Europe,1
Alpha,2022-03-28/2022-04-03,Europe,1
Alpha,2022-04-25/2022-05-01,Asia,1
Alpha,2022-04-25/2022-05-01,North America,1
Alpha,2022-05-02/2022-05-08,Europe,1
Beta,2019-12-30/2020-01-05,Africa,9
Beta,2019-12-30/2020-01-05,Asia,1
Beta,2019-12-30/2020-01-05,Europe,6
Beta,2020-01-27/2020-02-02,Asia,2
Beta,2020-02-17/2020-02-23,Africa,1
Beta,2020-02-24/2020-03-01,Africa,1
Beta,2020-02-24/2020-03-01,Asia,2
Beta,2020-03-23/2020-03-29,Asia,1
Beta,2020-03-30/2020-04-05,Asia,1
Beta,2020-05-04/2020-05-10,Africa,1
Beta,2020-05-04/2020-05-10,Asia,1
Beta,2020-05-04/2020-05-10,North America,1
Beta,2020-05-25/2020-05-31,Africa,1
Beta,2020-06-01/2020-06-07,Africa,1
Beta,2020-06-15/2020-06-21,Africa,1
Beta,2020-06-22/2020-06-28,Africa,2
Beta,2020-07-06/2020-07-12,Africa,1
Beta,2020-07-06/2020-07-12,North America,1
Beta,2020-08-10/2020-08-16,Africa,1
Beta,2020-08-17/2020-08-23,Africa,4
Beta,2020-08-24/2020-08-30,Africa,7
Beta,2020-08-24/2020-08-30,Asia,1
Beta,2020-08-31/2020-09-06,Africa,12
Beta,2020-09-07/2020-09-13,Africa,24
Beta,2020-09-14/2020-09-20,Africa,37
Beta,2020-09-21/2020-09-27,Africa,28
Beta,2020-09-28/2020-10-04,Africa,41
Beta,2020-10-05/2020-10-11,Africa,40
Beta,2020-10-12/2020-10-18,Africa,68
Beta,2020-10-19/2020-10-25,Africa,68
Beta,2020-10-26/2020-11-01,Africa,108
Beta,2020-10-26/2020-11-01,Asia,1
Beta,2020-11-02/2020-11-08,Africa,158
Beta,2020-11-02/2020-11-08,Asia,1
Beta,2020-11-02/2020-11-08,Europe,1
Beta,2020-11-09/2020-11-15,Africa,107
Beta,2020-11-09/2020-11-15,Europe,2
Beta,2020-11-16/2020-11-22,Africa,185
Beta,2020-11-23/2020-11-29,Africa,213
Beta,2020-11-30/2020-12-06,Africa,240
Beta,2020-11-30/2020-12-06,Asia,2
Beta,2020-12-07/2020-12-13,Africa,298
Beta,2020-12-07/2020-12-13,Europe,4
Beta,2020-12-07/2020-12-13,Oceania,1
Beta,2020-12-14/2020-12-20,Africa,383
Beta,2020-12-14/2020-12-20,Asia,3
Beta,2020-12-14/2020-12-20,Europe,18
Beta,2020-12-14/2020-12-20,North America,1
Beta,2020-12-14/2020-12-20,Oceania,1
Beta,2020-12-21/2020-12-27,Africa,486
Beta,2020-12-21/2020-12-27,Asia,9
Beta,2020-12-21/2020-12-27,Europe,34
Beta,2020-12-21/2020-12-27,North America,6
Beta,2020-12-21/2020-12-27,Oceania,5
Beta,2020-12-28/2021-01-03,Africa,643
Beta,2020-12-28/2021-01-03,Asia,54
Beta,2020-12-28/2021-01-03,Europe,348
Beta,2020-12-28/2021-01-03,North America,21
Beta,2020-12-28/2021-01-03,Oceania,4
Beta,2021-01-04/2021-01-10,Africa,820
Beta,2021-01-04/2021-01-10,Asia,25
Beta,2021-01-04/2021-01-10,Europe,62
Beta,2021-01-04/2021-01-10,North America,24
Beta,2021-01-04/2021-01-10,Oceania,9
Beta,2021-01-11/2021-01-17,Africa,645
Beta,2021-01-11/2021-01-17,Asia,40
Beta,2021-01-11/2021-01-17,Europe,220
Beta,2021-01-11/2021-01-17,North America,27
Beta,2021-01-11/2021-01-17,Oceania,11
Beta,2021-01-18/2021-01-24,Africa,554
Beta,2021-01-18/2021-01-24,Asia,23
Beta,2021-01-18/2021-01-24,Europe,307
Beta,2021-01-18/2021-01-24,North America,21
Beta,2021-01-18/2021-01-24,Oceania,3
Beta,2021-01-25/2021-01-31,Africa,561
Beta,2021-01-25/2021-01-31,Asia,41
Beta,2021-01-25/2021-01-31,Europe,343
Beta,2021-01-25/2021-01-31,North America,28
Beta,2021-01-25/2021-01-31,Oceania,5
Beta,2021-02-01/2021-02-07,Africa,482
Beta,2021-02-01/2021-02-07,Asia,108
Beta,2021-02-01/2021-02-07,Europe,562
Beta,2021-02-01/2021-02-07,North America,106
Beta,2021-02-01/2021-02-07,Oceania,3
Beta,2021-02-08/2021-02-14,Africa,342
Beta,2021-02-08/2021-02-14,Asia,49
Beta,2021-02-08/2021-02-14,Europe,798
Beta,2021-02-08/2021-02-14,North America,79
Beta,2021-02-08/2021-02-14,Oceania,1
Beta,2021-02-15/2021-02-21,Africa,444
Beta,2021-02-15/2021-02-21,Asia,93
Beta,2021-02-15/2021-02-21,Europe,742
Beta,2021-02-15/2021-02-21,North America,80
Beta,2021-02-15/2021-02-21,Oceania,1
Beta,2021-02-22/2021-02-28,Africa,265
Beta,2021-02-22/2021-02-28,Asia,123
Beta,2021-02-22/2021-02-28,Europe,917
Beta,2021-02-22/2021-02-28,North America,114
Beta,2021-02-22/2021-02-28,Oceania,1
Beta,2021-02-22/2021-02-28,South America,2
Beta,2021-03-01/2021-03-07,Africa,574
Beta,2021-03-01/2021-03-07,Asia,177
Beta,2021-03-01/2021-03-07,Europe,1345
Beta,2021-03-01/2021-03-07,North America,378
Beta,2021-03-01/2021-03-07,Oceania,5
Beta,2021-03-01/2021-03-07,South America,3
Beta,2021-03-08/2021-03-14,Africa,454
Beta,2021-03-08/2021-03-14,Asia,319
Beta,2021-03-08/2021-03-14,Europe,1345
Beta,2021-03-08/2021-03-14,North America,164
Beta,2021-03-08/2021-03-14,Oceania,3
Beta,2021-03-08/2021-03-14,South America,3
Beta,2021-03-15/2021-03-21,Africa,411
Beta,2021-03-15/2021-03-21,Asia,381
Beta,2021-03-15/2021-03-21,Europe,1485
Beta,2021-03-15/2021-03-21,North America,223
Beta,2021-03-15/2021-03-21,Oceania,5
Beta,2021-03-15/2021-03-21,South America,2
Beta,2021-03-22/2021-03-28,Africa,339
Beta,2021-03-22/2021-03-28,Asia,393
Beta,2021-03-22/2021-03-28,Europe,1269
Beta,2021-03-22/2021-03-28,North America,269
Beta,2021-03-22/2021-03-28,Oceania,5
Beta,2021-03-22/2021-03-28,South America,2
Beta,2021-03-29/2021-04-04,Africa,354
Beta,2021-03-29/2021-04-04,Asia,499
Beta,2021-03-29/2021-04-04,Europe,1574
Beta,2021-03-29/2021-04-04,North America,641
Beta,2021-03-29/2021-04-04,Oceania,8
Beta,2021-03-29/2021-04-04,South America,1
Beta,2021-04-05/2021-04-11,Africa,264
Beta,2021-04-05/2021-04-11,Asia,350
Beta,2021-04-05/2021-04-11,Europe,902
Beta,2021-04-05/2021-04-11,North America,447
Beta,2021-04-05/2021-04-11,Oceania,8
Beta,2021-04-05/2021-04-11,South America,8
Beta,2021-04-12/2021-04-18,Africa,333
Beta,2021-04-12/2021-04-18,Asia,291
Beta,2021-04-12/2021-04-18,Europe,937
Beta,2021-04-12/2021-04-18,North America,425
Beta,2021-04-12/2021-04-18,Oceania,13
Beta,2021-04-19/2021-04-25,Africa,310
Beta,2021-04-19/2021-04-25,Asia,321
Beta,2021-04-19/2021-04-25,Europe,759
Beta,2021-04-19/2021-04-25,North America,360
Beta,2021-04-19/2021-04-25,Oceania,8
Beta,2021-04-19/2021-04-25,South America,1
Beta,2021-04-26/2021-05-02,Africa,307
Beta,2021-04-26/2021-05-02,Asia,327
Beta,2021-04-26/2021-05-02,Europe,765
Beta,2021-04-26/2021-05-02,North America,465
Beta,2021-04-26/2021-05-02,Oceania,4
Beta,2021-05-03/2021-05-09,Africa,363
Beta,2021-05-03/2021-05-09,Asia,270
Beta,2021-05-03/2021-05-09,Europe,628
Beta,2021-05-03/2021-05-09,North America,282
Beta,2021-05-03/2021-05-09,Oceania,1
Beta,2021-05-10/2021-05-16,Africa,334
Beta,2021-05-10/2021-05-16,Asia,176
Beta,2021-05-10/2021-05-16,Europe,528
Beta,2021-05-10/2021-05-16,North America,166
Beta,2021-05-10/2021-05-16,Oceania,2
Beta,2021-05-17/2021-05-23,Africa,374
Beta,2021-05-17/2021-05-23,Asia,163
Beta,2021-05-17/2021-05-23,Europe,293
Beta,2021-05-17/2021-05-23,North America,162
Beta,2021-05-17/2021-05-23,Oceania,5
Beta,2021-05-17/2021-05-23,South America,1
Beta,2021-05-24/2021-05-30,Africa,423
Beta,2021-05-24/2021-05-30,Asia,221
Beta,2021-05-24/2021-05-30,Europe,289
Beta,2021-05-24/2021-05-30,North America,75
Beta,2021-05-24/2021-05-30,Oceania,1
Beta,2021-05-31/2021-06-06,Africa,499
